Date,High,low,Close,No.of Trades,Turn over
02-03-10,37.50,37.00,37.00,27,"2,195,125.00"
03-03-10,37.00,36.25,37.00,36,"2,222,100.00"
04-03-10,37.00,36.25,36.25,18,"524,875.00"
05-03-10,37.00,36.25,37.00,30,"1,641,300.00"
08-03-10,37.00,36.50,36.50,18,"949,225.00"
09-03-10,37.00,36.50,36.50,41,"1,170,875.00"
10-03-10,36.75,36.25,36.50,38,"6,863,925.00"
11-03-10,36.75,36.50,36.75,21,"1,087,400.00"
12-03-10,37.00,36.50,36.75,48,"2,554,300.00"
15-03-10,36.75,36.00,36.50,34,"2,591,725.00"
16-03-10,37.00,36.50,37.00,15,"827,175.00"
17-03-10,37.00,36.25,36.50,19,"911,675.00"
18-03-10,36.75,36.25,36.25,19,"917,675.00"
19-03-10,36.75,36.50,36.50,16,"982,100.00"
22-03-10,36.75,36.00,36.00,35,"2,014,150.00"
23-03-10,36.50,36.00,36.25,9,"443,925.00"
24-03-10,36.25,35.75,36.00,26,"2,110,425.00"
25-03-10,36.25,36.00,36.00,12,"16,358,425.00"
26-03-10,36.25,34.50,36.00,124,"27,002,000.00"
30-03-10,36.25,35.00,36.00,49,"33,564,375.00"
31-03-10,35.25,35.00,35.00,43,"3,014,150.00"
01-04-10,35.00,34.25,34.50,30,"1,464,200.00"
05-04-10,34.50,34.00,34.25,31,"1,877,900.00"
06-04-10,35.75,34.50,35.25,65,"3,452,850.00"
07-04-10,37.75,35.50,36.50,186,"43,383,075.00"
08-04-10,36.50,36.00,36.50,34,"3,829,200.00"
12-04-10,37.00,36.50,36.75,37,"1,055,475.00"
15-04-10,37.00,36.50,36.50,20,"826,900.00"
16-04-10,38.50,36.50,38.00,130,"18,012,225.00"
19-04-10,38.50,37.75,38.00,46,"20,475,200.00"
20-04-10,38.25,37.00,37.75,47,"3,605,225.00"
21-04-10,38.25,37.50,38.00,87,"28,453,775.00"
22-04-10,38.25,37.75,37.75,26,"1,067,650.00"
23-04-10,38.25,37.75,37.75,82,"6,013,725.00"
26-04-10,38.00,37.50,37.75,65,"9,947,325.00"
27-04-10,38.00,37.50,37.50,32,"8,373,200.00"
29-04-10,37.75,37.25,37.50,27,"1,110,225.00"
30-04-10,37.50,37.00,37.25,29,"2,803,175.00"
03-05-10,38.00,37.50,37.75,56,"3,778,950.00"
04-05-10,37.75,37.25,37.50,25,"2,271,400.00"
05-05-10,37.50,36.75,37.00,58,"4,418,050.00"
06-05-10,37.25,36.50,36.50,51,"4,240,350.00"
07-05-10,37.50,36.50,37.25,68,"4,161,475.00"
10-05-10,37.50,37.00,37.00,46,"3,403,875.00"
11-05-10,37.50,37.00,37.00,31,"3,889,075.00"
12-05-10,37.25,36.75,36.75,59,"4,760,475.00"
13-05-10,37.50,37.00,37.00,74,"4,001,750.00"
14-05-10,37.50,37.00,37.25,39,"2,774,425.00"
17-05-10,38.00,37.50,37.75,81,"11,316,850.00"
18-05-10,38.00,37.50,37.50,85,"14,531,275.00"
19-05-10,38.00,37.50,37.50,54,"17,755,275.00"
20-05-10,37.50,37.25,37.25,40,"5,703,575.00"
21-05-10,37.50,37.25,37.25,33,"6,584,075.00"
24-05-10,37.50,37.25,37.50,37,"7,599,550.00"
25-05-10,37.50,37.25,37.25,43,"5,037,675.00"
26-05-10,37.50,37.25,37.25,21,"2,031,750.00"
31-05-10,37.50,37.00,37.25,33,"4,047,050.00"
01-06-10,38.00,37.50,38.00,65,"8,272,625.00"
02-06-10,42.75,37.50,42.00,745,"227,405,450.00"
03-06-10,44.50,42.00,42.25,501,"51,389,625.00"
04-06-10,45.25,41.50,44.75,669,"84,329,425.00"
07-06-10,48.25,45.00,47.50,646,"76,434,050.00"
08-06-10,49.00,45.00,46.00,391,"35,903,475.00"
09-06-10,46.50,43.75,44.50,131,"10,627,025.00"
10-06-10,47.25,45.00,47.00,195,"42,179,400.00"
11-06-10,48.25,46.75,47.75,201,"34,913,200.00"
14-06-10,49.75,47.75,49.25,241,"48,303,700.00"
15-06-10,52.00,49.75,50.50,428,"81,380,600.00"
16-06-10,51.00,50.00,50.50,186,"25,013,625.00"
17-06-10,51.00,49.50,49.75,138,"16,150,625.00"
21-06-10,50.50,49.25,49.75,136,"18,106,975.00"
22-06-10,50.00,49.00,49.25,99,"12,218,775.00"
23-06-10,52.00,49.00,51.75,312,"60,094,225.00"
24-06-10,53.50,51.50,52.75,279,"41,518,925.00"
28-06-10,54.00,53.00,54.00,182,"24,988,100.00"
29-06-10,57.50,54.00,55.50,456,"82,538,100.00"
30-06-10,57.50,55.25,55.50,209,"24,559,150.00"
01-07-10,56.00,55.00,55.25,116,"9,735,425.00"
02-07-10,55.25,53.00,53.50,95,"5,346,375.00"
05-07-10,54.00,52.25,53.75,108,"38,680,725.00"
06-07-10,53.75,52.00,52.75,98,"6,971,875.00"
07-07-10,53.25,50.50,52.00,118,"38,206,700.00"
08-07-10,56.00,50.50,54.50,151,"21,502,650.00"
09-07-10,55.50,53.25,53.50,96,"7,994,300.00"
12-07-10,53.50,52.25,52.50,63,"3,754,875.00"
13-07-10,54.25,53.00,54.00,93,"8,664,925.00"
14-07-10,55.75,53.50,55.00,151,"28,932,650.00"
15-07-10,56.50,55.50,56.50,145,"22,348,600.00"
16-07-10,56.75,56.25,56.50,101,"12,593,375.00"
19-07-10,57.00,56.50,57.00,117,"19,660,575.00"
20-07-10,58.00,56.50,57.75,165,"37,450,375.00"
21-07-10,58.00,57.00,57.50,82,"14,977,275.00"
22-07-10,59.00,57.25,57.25,103,"29,214,075.00"
23-07-10,58.00,57.50,57.50,76,"22,491,200.00"
26-07-10,60.00,57.25,59.75,165,"48,516,200.00"
27-07-10,62.00,59.75,61.25,294,"66,056,700.00"
28-07-10,64.75,61.50,64.50,352,"104,190,475.00"
29-07-10,65.00,62.75,63.00,277,"59,036,325.00"
30-07-10,63.50,62.00,62.50,99,"9,840,675.00"
02-08-10,64.40,61.70,62.70,79,"11,059,260.00"
03-08-10,64.10,62.70,63.60,111,"28,903,480.00"
04-08-10,64.30,62.10,64.00,137,"39,788,510.00"
05-08-10,64.50,60.00,64.10,182,"38,894,270.00"
06-08-10,64.10,62.50,62.60,99,"8,023,670.00"
09-08-10,61.00,58.00,59.00,237,"45,207,680.00"
10-08-10,63.00,55.00,62.20,263,"34,033,480.00"
11-08-10,65.00,62.00,63.00,165,"44,803,260.00"
12-08-10,63.20,61.30,62.50,42,"3,410,530.00"
13-08-10,63.00,62.00,62.60,56,"6,254,060.00"
16-08-10,64.00,62.50,62.60,56,"7,801,750.00"
17-08-10,62.40,61.30,61.70,108,"17,104,110.00"
18-08-10,62.50,61.50,61.60,125,"14,721,120.00"
19-08-10,63.50,61.80,62.00,137,"37,556,710.00"
20-08-10,63.00,61.60,61.80,76,"13,161,700.00"
23-08-10,62.40,61.50,61.80,117,"22,057,170.00"
25-08-10,67.00,62.00,64.00,183,"30,813,420.00"
26-08-10,65.00,62.00,62.10,90,"27,102,830.00"
27-08-10,63.00,62.00,62.40,52,"5,736,710.00"
30-08-10,62.50,61.70,62.00,55,"7,429,650.00"
31-08-10,62.00,61.00,62.00,58,"8,056,320.00"
01-09-10,65.00,61.50,62.00,58,"15,174,600.00"
02-09-10,64.00,61.00,63.00,188,"45,358,640.00"
03-09-10,64.00,62.10,63.60,140,"28,227,070.00"
06-09-10,64.50,63.00,64.10,130,"36,068,690.00"
07-09-10,65.90,64.00,65.00,155,"28,447,460.00"
08-09-10,66.00,64.00,64.00,99,"22,303,880.00"
09-09-10,68.50,64.00,66.00,262,"100,101,280.00"
13-09-10,68.50,66.00,68.00,225,"36,972,330.00"
14-09-10,70.70,68.00,69.50,373,"50,740,820.00"
15-09-10,76.40,66.00,76.40,602,"129,320,140.00"
16-09-10,84.00,78.00,84.00,1070,"236,815,850.00"
17-09-10,92.40,90.00,92.40,347,"61,566,000.00"
20-09-10,105.00,91.00,98.20,1395,"274,450,360.00"
21-09-10,114.70,95.50,101.60,1544,"313,026,970.00"
23-09-10,104.00,93.50,94.90,722,"126,852,910.00"
24-09-10,100.00,92.00,95.60,424,"106,839,610.00"
27-09-10,97.00,92.00,92.70,334,"47,296,760.00"
28-09-10,95.00,90.00,94.00,219,"31,876,330.00"
29-09-10,97.00,93.20,95.60,152,"19,283,320.00"
30-09-10,95.70,93.00,94.90,169,"39,868,640.00"
01-10-10,99.00,94.60,95.60,251,"50,074,190.00"
04-10-10,96.10,93.00,93.20,124,"19,581,510.00"
05-10-10,100.00,92.00,98.60,470,"149,458,990.00"
06-10-10,98.70,93.10,93.80,118,"13,755,550.00"
07-10-10,95.00,89.00,92.20,318,"50,440,770.00"
08-10-10,93.80,90.00,93.00,204,"24,592,630.00"
11-10-10,95.00,90.10,94.00,176,"41,804,250.00"
12-10-10,94.00,88.00,88.20,226,"25,691,710.00"
13-10-10,91.00,80.40,84.90,575,"145,509,520.00"
14-10-10,89.50,83.40,83.60,222,"19,371,800.00"
15-10-10,86.90,82.00,85.60,135,"11,973,960.00"
18-10-10,90.00,85.00,87.30,203,"25,189,060.00"
19-10-10,89.80,86.00,89.20,231,"29,644,750.00"
20-10-10,92.00,87.00,87.30,292,"35,207,890.00"
21-10-10,89.40,87.60,88.30,99,"13,223,170.00"
25-10-10,89.50,85.00,85.40,177,"372,731,410.00"
26-10-10,89.00,83.00,85.70,194,"46,130,410.00"
27-10-10,86.70,84.00,85.30,100,"15,630,450.00"
28-10-10,86.00,84.50,85.00,63,"7,528,540.00"
29-10-10,87.00,84.00,85.80,129,"16,458,860.00"
01-11-10,87.50,86.00,86.10,62,"7,098,930.00"
02-11-10,86.50,85.50,85.80,66,"8,347,190.00"
03-11-10,89.00,85.80,86.70,155,"10,728,070.00"
04-11-10,88.00,85.00,85.50,81,"6,133,120.00"
08-11-10,86.50,85.00,85.10,110,"8,692,280.00"
09-11-10,86.00,84.00,84.40,98,"7,784,230.00"
10-11-10,86.00,83.50,85.00,71,"4,600,160.00"
11-11-10,86.20,84.10,86.00,58,"8,025,430.00"
12-11-10,86.30,85.10,85.60,59,"2,944,430.00"
15-11-10,86.50,83.60,83.80,75,"5,995,510.00"
16-11-10,86.50,83.00,83.10,90,"26,530,060.00"
18-11-10,85.50,83.60,84.90,100,"7,372,750.00"
22-11-10,87.00,84.00,85.10,165,"25,363,820.00"
23-11-10,87.00,82.60,83.10,128,"9,085,850.00"
24-11-10,84.50,83.00,83.10,44,"4,733,540.00"
25-11-10,84.00,82.00,82.10,33,"1,795,210.00"
26-11-10,82.50,79.00,80.00,137,"11,234,710.00"
29-11-10,81.00,75.00,75.80,177,"8,119,490.00"
30-11-10,84.50,80.00,83.00,307,"26,823,910.00"
01-12-10,86.30,82.00,85.90,344,"58,333,240.00"
02-12-10,87.00,83.00,83.80,105,"7,904,520.00"
03-12-10,83.80,82.50,82.80,73,"5,056,640.00"
06-12-10,83.00,80.00,80.10,136,"9,957,490.00"
07-12-10,81.00,79.80,80.50,70,"5,751,040.00"
08-12-10,80.50,78.00,79.80,58,"6,555,170.00"
09-12-10,80.00,79.50,79.60,87,"10,776,750.00"
10-12-10,80.00,79.20,79.30,57,"6,976,130.00"
13-12-10,80.00,78.60,79.00,62,"6,477,530.00"
14-12-10,79.00,78.00,78.30,53,"3,205,320.00"
15-12-10,79.00,77.00,78.60,37,"1,733,030.00"
16-12-10,79.00,78.00,78.70,38,"2,969,180.00"
17-12-10,78.00,77.50,78.00,30,"2,066,580.00"
21-12-10,79.00,78.00,78.70,39,"3,665,270.00"
22-12-10,81.00,78.40,80.70,102,"9,057,330.00"
23-12-10,83.40,80.00,82.70,189,"30,733,850.00"
24-12-10,83.00,82.00,82.90,42,"6,811,740.00"
27-12-10,99.00,82.60,84.90,189,"19,670,800.00"
28-12-10,85.30,82.70,83.10,116,"8,250,800.00"
29-12-10,84.10,83.00,83.10,74,"5,697,500.00"
30-12-10,83.20,80.50,82.50,99,"8,588,000.00"
31-12-10,83.50,83.00,83.40,67,"4,661,170.00"
03-01-11,84.00,82.50,82.90,80,"5,434,290.00"
04-01-11,85.00,82.50,84.60,95,"14,090,430.00"
05-01-11,88.90,85.00,87.20,277,"55,351,590.00"
06-01-11,88.00,85.00,86.20,83,"12,248,530.00"
07-01-11,87.00,86.20,87.00,132,"19,687,450.00"
10-01-11,88.00,86.60,86.80,81,"8,753,890.00"
11-01-11,88.50,87.00,87.70,191,"34,084,150.00"
12-01-11,89.80,87.50,88.60,94,"15,794,400.00"
13-01-11,88.10,85.80,86.30,124,"16,414,350.00"
14-01-11,86.50,85.00,86.00,36,"6,053,730.00"
17-01-11,86.90,84.70,85.00,79,"11,599,110.00"
18-01-11,86.00,83.00,83.90,80,"9,608,040.00"
20-01-11,84.20,82.90,83.20,135,"11,119,100.00"
21-01-11,84.00,82.90,83.90,124,"10,996,960.00"
24-01-11,88.00,83.90,84.40,168,"14,661,370.00"
25-01-11,87.00,83.60,85.00,147,"16,511,970.00"
26-01-11,86.80,84.00,84.90,96,"9,825,370.00"
27-01-11,85.50,84.00,85.10,129,"20,038,440.00"
28-01-11,85.50,84.50,84.70,61,"6,261,880.00"
31-01-11,85.00,83.60,83.90,91,"9,239,630.00"
01-02-11,85.00,83.50,83.70,57,"4,053,950.00"
02-02-11,83.70,82.10,82.80,116,"9,587,010.00"
03-02-11,87.00,83.00,85.00,187,"43,967,810.00"
07-02-11,88.50,85.10,85.40,117,"14,475,580.00"
08-02-11,86.00,84.50,85.60,123,"9,842,050.00"
09-02-11,86.00,84.50,84.70,64,"4,217,770.00"
10-02-11,85.50,84.50,84.80,107,"13,414,120.00"
11-02-11,85.00,83.60,84.50,65,"9,519,190.00"
14-02-11,85.00,83.00,84.20,113,"17,540,320.00"
15-02-11,84.20,83.00,83.90,87,"8,944,570.00"
18-02-11,85.00,83.20,84.00,91,"6,026,230.00"
21-02-11,84.00,83.00,83.10,62,"5,618,460.00"
22-02-11,85.90,82.00,82.40,225,"21,461,410.00"
23-02-11,85.50,82.50,84.90,110,"15,875,750.00"
24-02-11,84.80,83.20,83.20,56,"18,172,370.00"
25-02-11,83.90,82.10,82.60,80,"20,080,920.00"
28-02-11,83.90,80.00,80.20,153,"9,700,280.00"
01-03-11,80.00,78.40,79.40,102,"8,936,270.00"
03-03-11,78.50,76.00,76.40,104,"5,753,460.00"
04-03-11,81.00,76.90,79.60,94,"7,796,920.00"
07-03-11,81.00,79.00,79.10,67,"7,589,480.00"
08-03-11,78.00,76.00,77.60,58,"4,686,560.00"
09-03-11,77.10,75.00,75.70,92,"6,311,650.00"
10-03-11,79.20,75.00,76.50,42,"2,405,910.00"
11-03-11,80.00,76.60,77.10,82,"9,452,520.00"
14-03-11,77.10,74.50,74.70,83,"4,877,960.00"
15-03-11,75.20,73.00,73.60,104,"9,269,630.00"
16-03-11,77.00,73.00,74.10,65,"4,132,640.00"
17-03-11,75.50,74.30,75.00,50,"1,869,170.00"
18-03-11,76.00,74.20,74.40,40,"1,832,810.00"
21-03-11,76.00,75.00,75.60,55,"5,218,380.00"
22-03-11,77.70,75.50,77.10,45,"4,887,000.00"
23-03-11,81.00,77.90,79.20,154,"19,420,860.00"
24-03-11,79.30,76.50,77.80,30,"1,823,280.00"
25-03-11,78.10,77.00,77.10,51,"10,403,050.00"
28-03-11,79.50,77.00,78.70,37,"2,029,260.00"
29-03-11,79.50,76.00,78.00,124,"9,353,320.00"
30-03-11,78.90,76.10,77.40,195,"15,947,700.00"
31-03-11,76.90,75.20,76.30,116,"5,020,350.00"
01-04-11,78.00,76.80,77.60,112,"7,993,820.00"
04-04-11,78.20,77.10,77.40,95,"5,568,340.00"
05-04-11,77.50,76.10,76.80,77,"5,820,010.00"
06-04-11,76.60,76.00,76.00,60,"1,737,240.00"
07-04-11,77.20,76.00,76.20,69,"6,342,510.00"
08-04-11,77.50,76.00,76.30,66,"4,407,390.00"
11-04-11,77.00,76.00,76.10,51,"2,694,740.00"
12-04-11,77.00,76.00,76.90,38,"1,572,190.00"
18-04-11,76.60,75.90,76.00,56,"2,502,320.00"
19-04-11,76.10,74.10,75.30,97,"9,997,300.00"
20-04-11,75.50,75.00,75.40,44,"2,720,730.00"
21-04-11,75.40,75.00,75.10,41,"4,007,630.00"
25-04-11,75.50,74.10,74.10,76,"11,583,720.00"
26-04-11,77.00,72.10,74.60,83,"4,754,050.00"
27-04-11,75.00,72.50,74.20,38,"3,766,390.00"
28-04-11,80.00,74.20,75.30,182,"12,272,220.00"
29-04-11,78.00,74.60,74.80,97,"4,576,990.00"
03-05-11,74.20,72.60,72.80,71,"4,666,660.00"
04-05-11,73.00,71.60,72.00,70,"4,450,990.00"
05-05-11,73.90,72.50,73.00,48,"4,311,210.00"
06-05-11,75.00,72.50,72.70,59,"3,261,090.00"
09-05-11,73.20,72.00,72.10,86,"10,662,180.00"
10-05-11,73.00,71.00,71.10,61,"4,483,170.00"
11-05-11,71.60,70.40,71.00,42,"4,279,500.00"
12-05-11,72.00,70.10,70.70,48,"3,989,310.00"
13-05-11,75.90,71.70,73.60,151,"14,010,710.00"
16-05-11,75.80,73.00,73.60,51,"13,130,790.00"
19-05-11,74.50,73.50,74.30,46,"3,462,050.00"
20-05-11,75.60,74.10,74.40,36,"4,086,720.00"
23-05-11,74.90,73.00,73.00,47,"2,901,680.00"
24-05-11,74.50,72.60,73.00,55,"8,796,410.00"
25-05-11,75.00,72.60,72.90,37,"5,589,560.00"
26-05-11,74.50,72.10,72.20,56,"9,552,050.00"
27-05-11,74.40,72.10,73.10,48,"5,080,510.00"
30-05-11,73.00,72.00,72.20,50,"3,549,610.00"
31-05-11,74.50,71.00,71.50,77,"5,621,870.00"
01-06-11,75.00,72.00,72.30,61,"14,023,420.00"
02-06-11,72.50,71.30,71.50,41,"4,482,140.00"
03-06-11,72.00,70.00,71.70,70,"2,212,800.00"
06-06-11,72.90,70.00,70.20,89,"6,264,530.00"
07-06-11,72.50,69.70,70.00,69,"5,855,520.00"
08-06-11,70.90,69.80,69.90,54,"3,352,050.00"
09-06-11,70.00,69.10,69.40,41,"2,745,640.00"
10-06-11,70.00,69.00,69.20,82,"4,862,300.00"
13-06-11,69.90,67.20,68.00,55,"5,444,570.00"
14-06-11,68.10,66.00,66.30,74,"3,291,930.00"
16-06-11,66.80,65.00,65.10,67,"2,133,810.00"
17-06-11,74.00,65.10,67.60,79,"7,240,770.00"
20-06-11,69.00,66.00,66.30,47,"1,571,870.00"
21-06-11,66.50,65.00,65.00,85,"4,902,890.00"
22-06-11,66.50,63.40,63.60,71,"2,337,430.00"
23-06-11,64.70,62.60,63.90,83,"8,108,470.00"
24-06-11,64.30,63.00,63.10,75,"2,285,530.00"
27-06-11,65.00,63.50,63.60,46,"1,972,090.00"
28-06-11,64.00,63.00,63.20,82,"5,911,710.00"
29-06-11,64.00,62.60,63.20,52,"1,395,100.00"
30-06-11,70.00,62.00,66.20,164,"16,772,280.00"
01-07-11,69.00,66.90,67.60,90,"4,902,450.00"
04-07-11,68.80,65.00,65.50,38,"2,214,360.00"
05-07-11,69.00,65.50,67.30,60,"5,337,630.00"
06-07-11,67.90,65.70,66.80,38,"1,838,080.00"
07-07-11,67.80,66.00,66.10,36,"2,413,680.00"
08-07-11,67.20,65.60,66.00,60,"5,659,870.00"
11-07-11,67.00,64.00,64.10,47,"2,590,980.00"
12-07-11,63.90,62.00,62.20,67,"3,220,300.00"
13-07-11,64.00,62.30,63.30,57,"4,611,300.00"
15-07-11,64.00,62.80,63.60,46,"3,180,650.00"
18-07-11,64.50,63.30,63.40,33,"1,805,290.00"
19-07-11,63.50,62.60,62.70,53,"2,874,870.00"
20-07-11,63.00,62.00,62.10,61,"2,046,060.00"
21-07-11,63.00,59.60,59.90,143,"12,983,910.00"
22-07-11,60.40,59.00,59.80,99,"8,821,390.00"
25-07-11,61.00,57.00,57.30,106,"8,294,400.00"
26-07-11,70.00,57.00,61.00,154,"16,507,090.00"
27-07-11,62.30,60.60,62.00,62,"5,061,010.00"
28-07-11,65.80,62.30,63.40,147,"11,763,370.00"
29-07-11,65.90,64.50,65.70,166,"31,547,550.00"
01-08-11,67.90,64.00,65.00,106,"13,262,080.00"
02-08-11,66.90,64.00,64.90,69,"7,359,610.00"
03-08-11,65.10,64.40,65.10,38,"3,087,480.00"
04-08-11,66.20,64.00,65.30,53,"2,196,890.00"
05-08-11,65.00,62.00,62.60,112,"10,135,080.00"
08-08-11,65.00,61.60,64.20,78,"10,915,820.00"
09-08-11,64.00,62.00,62.30,37,"4,904,380.00"
10-08-11,64.20,61.50,63.80,66,"6,427,770.00"
11-08-11,63.50,62.10,62.30,40,"1,014,400.00"
12-08-11,64.00,62.10,62.80,50,"2,327,030.00"
15-08-11,64.20,62.40,63.10,45,"2,711,160.00"
16-08-11,67.00,64.10,66.50,177,"9,327,000.00"
17-08-11,67.50,64.10,65.00,91,"8,500,610.00"
18-08-11,66.50,65.00,66.00,54,"7,964,980.00"
19-08-11,66.00,63.00,63.60,38,"1,139,580.00"
22-08-11,64.50,62.90,63.10,54,"4,676,420.00"
23-08-11,64.00,62.50,62.70,52,"3,453,930.00"
24-08-11,63.50,62.00,62.10,39,"2,106,820.00"
25-08-11,63.00,62.10,62.80,38,"1,574,590.00"
26-08-11,63.00,62.00,62.50,43,"2,056,910.00"
29-08-11,63.00,61.10,61.70,58,"3,386,620.00"
30-08-11,63.00,62.00,62.70,39,"2,657,010.00"
01-09-11,67.00,62.20,64.20,95,"6,092,630.00"
02-09-11,64.30,63.00,64.10,44,"3,166,550.00"
05-09-11,65.00,63.50,64.40,51,"5,940,380.00"
06-09-11,65.90,63.40,63.50,44,"3,562,800.00"
07-09-11,66.00,64.00,65.00,116,"16,004,740.00"
08-09-11,66.60,65.00,65.10,37,"1,627,160.00"
09-09-11,66.00,64.10,64.20,29,"1,284,210.00"
12-09-11,65.00,64.00,64.30,31,"806,280.00"
13-09-11,65.00,63.90,63.90,29,"1,915,790.00"
14-09-11,64.10,63.10,63.20,28,"1,214,030.00"
15-09-11,63.20,62.50,62.80,57,"3,653,280.00"
16-09-11,63.90,62.20,62.80,31,"952,280.00"
20-09-11,64.00,62.50,63.30,36,"3,701,670.00"
21-09-11,63.70,62.20,62.60,35,"1,389,310.00"
22-09-11,63.00,61.50,61.90,44,"2,954,540.00"
23-09-11,62.00,61.10,61.90,27,"1,284,680.00"
26-09-11,62.00,61.00,62.00,30,"1,158,180.00"
27-09-11,63.00,61.40,62.60,15,"701,740.00"
28-09-11,62.60,61.50,62.20,15,"229,590.00"
29-09-11,62.00,61.40,62.00,26,"5,931,000.00"
30-09-11,62.50,61.50,61.90,38,"1,686,230.00"
03-10-11,62.30,61.00,61.10,25,"1,411,640.00"
04-10-11,61.90,61.10,61.80,17,"1,546,800.00"
05-10-11,61.50,61.20,61.20,18,"405,370.00"
06-10-11,61.50,60.50,61.00,35,"2,358,760.00"
07-10-11,61.50,60.40,61.50,9,"589,880.00"
10-10-11,61.80,60.50,61.00,40,"2,796,970.00"
12-10-11,61.50,60.00,60.00,52,"2,020,110.00"
13-10-11,60.90,59.50,59.80,36,"2,106,190.00"
14-10-11,60.80,59.30,59.40,29,"2,092,530.00"
17-10-11,59.50,57.70,58.10,55,"1,454,260.00"
18-10-11,58.00,56.10,57.50,64,"2,460,530.00"
19-10-11,59.00,55.50,56.30,49,"2,201,770.00"
20-10-11,57.00,56.00,56.50,63,"5,803,510.00"
21-10-11,58.90,56.50,57.10,53,"4,201,150.00"
24-10-11,60.00,57.10,59.80,73,"4,477,480.00"
25-10-11,59.80,57.00,57.00,36,"1,406,310.00"
27-10-11,58.50,57.00,57.10,11,"263,150.00"
28-10-11,58.00,57.10,57.80,17,"1,021,110.00"
31-10-11,57.70,56.80,56.90,39,"1,927,110.00"
01-11-11,58.00,56.70,57.00,43,"2,663,020.00"
02-11-11,62.00,57.00,60.00,119,"11,729,260.00"
03-11-11,60.90,58.20,58.30,41,"1,767,290.00"
04-11-11,59.30,58.70,59.00,23,"59,290,500.00"
08-11-11,59.00,57.90,58.00,63,"18,449,990.00"
09-11-11,58.00,57.50,58.00,33,"2,724,300.00"
11-11-11,59.00,58.00,58.50,46,"2,974,600.00"
14-11-11,58.00,57.30,57.50,30,"3,662,780.00"
15-11-11,57.30,56.00,56.50,83,"15,640,990.00"
16-11-11,57.50,55.90,56.00,51,"2,494,100.00"
17-11-11,59.90,55.10,56.10,55,"4,423,820.00"
18-11-11,58.00,56.30,57.10,29,"2,169,080.00"
21-11-11,58.80,57.00,57.00,69,"6,709,690.00"
22-11-11,57.00,56.50,56.80,29,"2,910,060.00"
23-11-11,57.00,56.70,57.00,33,"4,232,940.00"
24-11-11,57.00,55.50,56.20,109,"7,359,750.00"
25-11-11,55.50,54.00,54.10,108,"6,356,790.00"
28-11-11,56.50,55.00,56.40,62,"5,792,030.00"
29-11-11,59.00,55.00,55.80,69,"6,380,700.00"
30-11-11,56.10,54.00,55.90,84,"8,020,150.00"
01-12-11,58.50,56.00,58.00,136,"1,343,749,836.80"
02-12-11,58.60,57.20,57.50,81,"8,155,630.00"
05-12-11,57.20,56.50,56.50,22,"1,920,000.00"
06-12-11,57.00,56.50,56.50,25,"5,706,580.00"
07-12-11,57.90,56.50,57.90,32,"3,426,820.00"
08-12-11,57.80,57.00,57.00,12,"612,830.00"
09-12-11,57.90,56.50,56.50,21,"1,129,900.00"
12-12-11,57.00,56.10,56.20,34,"1,899,100.00"
13-12-11,57.00,56.00,57.00,37,"1,433,920.00"
14-12-11,56.80,56.00,56.00,28,"930,880.00"
15-12-11,56.50,55.80,55.80,16,"789,420.00"
16-12-11,56.40,55.40,55.50,29,"1,499,460.00"
19-12-11,55.50,55.00,55.50,21,"953,830.00"
20-12-11,56.50,55.60,55.70,10,"223,790.00"
21-12-11,56.00,55.00,55.10,26,"347,920.00"
22-12-11,56.00,55.10,55.90,26,"958,980.00"
23-12-11,56.60,55.40,56.40,19,"512,190.00"
27-12-11,56.00,55.60,55.90,13,"878,540.00"
28-12-11,57.00,56.00,56.90,27,"1,514,780.00"
29-12-11,57.50,56.80,56.90,21,"764,180.00"
30-12-11,60.00,56.70,57.00,23,"1,989,300.00"
02-01-12,57.50,57.10,57.50,6,"68,900.00"
03-01-12,58.30,56.70,56.70,22,"1,408,640.00"
04-01-12,57.10,56.60,57.00,28,"3,094,110.00"
05-01-12,57.10,56.50,57.00,9,"689,210.00"
06-01-12,56.50,55.00,55.90,53,"1,970,840.00"
09-01-12,55.20,54.80,55.00,52,"2,292,500.00"
10-01-12,59.80,54.80,56.20,47,"4,981,010.00"
11-01-12,57.80,56.00,56.10,12,"399,010.00"
12-01-12,57.50,56.00,57.10,20,"710,420.00"
13-01-12,57.80,57.00,57.00,15,"849,430.00"
17-01-12,59.00,56.80,57.00,51,"3,381,460.00"
18-01-12,56.80,56.00,56.30,18,"657,970.00"
19-01-12,56.50,56.00,56.10,28,"5,139,030.00"
20-01-12,56.50,56.00,56.00,22,"2,045,880.00"
23-01-12,55.80,54.50,55.00,47,"3,240,580.00"
24-01-12,60.40,53.00,57.60,179,"16,694,370.00"
25-01-12,57.40,55.50,55.90,25,"2,634,940.00"
26-01-12,56.50,55.60,56.20,28,"1,485,660.00"
27-01-12,62.80,55.90,61.20,375,"135,441,750.00"
30-01-12,64.60,61.30,62.10,380,"41,289,170.00"
31-01-12,62.00,59.50,60.00,121,"12,094,880.00"
01-02-12,59.50,58.10,58.50,46,"3,093,530.00"
02-02-12,58.50,58.10,58.20,46,"2,912,430.00"
03-02-12,59.70,57.00,57.80,27,"1,437,410.00"
06-02-12,57.50,57.00,57.10,18,"531,150.00"
08-02-12,57.90,56.00,56.40,57,"3,105,150.00"
09-02-12,56.40,55.80,56.00,95,"9,386,680.00"
