Date,High,low,Close,No.of Trades,Turn over
31-01-14,68.30,67.20,68.00,97,"15,803,938.40"
03-02-14,68.00,67.70,67.90,67,"8,763,914.40"
05-02-14,67.80,66.70,67.00,111,"8,906,839.10"
06-02-14,67.50,66.50,67.20,51,"2,732,658.70"
07-02-14,66.50,66.00,66.50,45,"5,953,369.30"
10-02-14,66.50,65.30,65.50,45,"2,542,511.40"
11-02-14,66.00,65.00,66.00,27,"1,598,791.20"
12-02-14,66.00,65.50,65.90,50,"1,020,130.00"
13-02-14,66.00,65.00,66.00,29,"4,267,289.80"
17-02-14,66.40,66.00,66.00,71,"248,388,730.00"
18-02-14,66.10,65.70,65.80,86,"89,000,201.50"
19-02-14,66.30,65.20,66.00,53,"57,163,676.30"
20-02-14,66.20,66.00,66.10,28,"139,221,237.00"
21-02-14,66.50,65.30,65.30,17,"1,516,714.50"
24-02-14,66.00,65.20,65.20,27,"3,802,072.20"
25-02-14,65.50,64.50,65.20,42,"4,875,986.00"
26-02-14,65.70,65.00,65.00,24,"992,804.00"
28-02-14,65.50,64.20,65.40,10,"599,967.20"
